Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
Беталок Зок таб. в/о 25мг №14,2,"Ф-40 м. Вінниця, вул. Хмельницьке шосе, 23",Вінницька
Онгліза 5мг таб.№30,1,"м. Вінниця, вул. Келецька, 66",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Вінниця, вул.Келецька, 47 Д",Вінницька
Беталок Зок таб. в/о 25мг №14,1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"Ф-128, м. Вінниця, вул. Павла Алепського, 1-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-64 м. Вінниця, Покришкіна, 8-Г, корп.1",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Ф-105 м. Вінниця, вул. Пирогова, 46а",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Ф-105 м. Вінниця, вул. Пирогова, 46а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
Крестор таб. в/о 5мг №28 (14х2) бліст.,1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Вінниця, вул.Литвиненко-Вольгемут,1",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-146 м. Вінниця, вул. Москаленко 67, прим. 198",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-146 м. Вінниця, вул. Москаленко 67, прим. 198",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Вінниця, площа Привокзальна, 1",Вінницька
Беталок Зок таб. в/о 25мг №14,2,"Ф-2 м.Вінниця, вул.Героїв Сталінграда, 1",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-2 м.Вінниця, вул.Героїв Сталінграда, 1",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-2 м.Вінниця, вул.Героїв Сталінграда, 1",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Вінниця, вул. Антонова, буд. 14-Б",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,м.Чернігів вул.Незалежності 25 прим.14,Чернігівська
Крестор таб. в/о 40мг №28 (7х4) бліст.,1,м.Чернігів вул.Незалежності 25 прим.14,Чернігівська
Брилінта таб. в/о 60мг №56 (14х4) бліст.,2,м.Чернігів вул.Незалежності 25 прим.14,Чернігівська
Беталок Зок таб. в/о 25мг №14,1,"КФ А-104 м.Житомир, вул.Лесі Українки, 48",Житомирська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-104 м.Житомир, вул.Лесі Українки, 48",Житомирська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Житомир, вул.Покровська, 63 Аптека №13",Житомирська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Житомирська обл., смт Хорошів, вул.Древлянська, 27",Житомирська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КФ А-104 м.Житомир, вул.Лесі Українки, 48",Житомирська
Крестор таб. в/о 10мг №28 (14х2) бліст.,2,"10014, м. Житомир, майдан Соборний,4 Аптека 127",Житомирська
Крестор таб. в/о 40мг №28 (7х4) бліст.,1,"10014, м. Житомир, майдан Соборний,4 Аптека 127",Житомирська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Кривий Ріг, вул.Єсеніна, 8, прим.20",Дніпропетровська
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"!201! Дніпропетровська обл., м.Кривий Ріг, вул.Свято-Георгіївська, 23",Дніпропетровська
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"!102! м.Дніпро, пр-т Б.Хмельницького, 119, прим.46",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Дніпропетровська обл., м.Дніпро, вул.Маршала Малиновського, 2   Аптека №1 ""ДОБРОГО ДНЯ""",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Дніпро, вул.Космічна, 21, КП ""Дніпропетровський обласний клінічний онкологічний диспансер"" Дніпропетровської обласної ради",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Дніпро, вул.Пастера, 12 Н, прим.№3",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., Дніпропетровський р-н, смт Слобожанське, вул.Нижньодніпровська, 17",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Дніпро, пр-т Слобожанський, 76а",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Дніпро, вул.Князя Володимира Великого, 20, прим.57",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Полтавська обл., м.Кременчук, вул.Небесної Сотні, 29/35",Полтавська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!202! Полтавська обл., м.Кременчук, пр-т Лесі Українки, 18б",Полтавська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!268! Кіровоградська обл., м.Світловодськ, вул.Грушевського Михайла, 12",Кіровоградська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Запоріжжя, вул.Ситова, 4а Аптека №27",Запоріжська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Запоріжжя, вул.Щаслива, 3, прим.62",Запоріжська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Аптека_1  Парамонова, 6  м.Запоріжжя.",Запоріжська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Одеса, вул.Ріхтера Святослава, 148",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Пантелеймонівська, 25    ",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Пантелеймонівська, 25    ",Одеська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"м.Одеса, вул.Пантелеймонівська, 25    ",Одеська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"м.Одеса, вул.Академіка Філатова, 2",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Розкидайлівська, 69/71 Апт.пункт №1 ""Odrex""",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Одеський р-н, с.Нерубайське, вул.Покровська, 5-а Аптека №15",Одеська
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Комбогліза XR таб. в/о 5мг/1000мг №28 (7х4)бліст,1,"Ф-12 м. Вінниця, вул. Київська, 68-а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Роздільнянський р-н, с.Кучурган, вул.Миру, 17 Аптека №1",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Миколаїв, вул.Космонавтів, 71В",Миколаївська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Гайсин, вул. Соборна, 34, Вінницька обл.",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Черкаська обл. смт.Лисянка вул.Котовського,1",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Черкаська обл., м.Золотоноша, вул.Лікарняна, 2, КНП ""Золотоніська багатопрофільна лікарня"" Золотоніської міської ради",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Черкаська обл.,Шполянський р-н, м.Шпола,вул.Леніна 43а",Черкаська
